Timestamp,Date,Time,Emotion,Score
1770232081.6478724,2026-02-05,00:38:01,happy,0.9680
1770232082.2442253,2026-02-05,00:38:02,happy,0.9811
1770232082.8192027,2026-02-05,00:38:02,happy,0.9819
1770232083.3688776,2026-02-05,00:38:03,happy,0.9814
1770232083.8279452,2026-02-05,00:38:03,happy,0.9737
1770232084.2199528,2026-02-05,00:38:04,happy,0.9717
1770232084.7944016,2026-02-05,00:38:04,happy,0.9668
1770232085.3449447,2026-02-05,00:38:05,happy,0.9757
1770232085.9102583,2026-02-05,00:38:05,happy,0.9669
1770232086.3568842,2026-02-05,00:38:06,happy,0.9681
1770232086.8167295,2026-02-05,00:38:06,happy,0.9732
1770232087.3714132,2026-02-05,00:38:07,happy,0.9630
1770232087.9258244,2026-02-05,00:38:07,happy,0.9617
1770232088.391997,2026-02-05,00:38:08,happy,0.9714
1770232088.7533035,2026-02-05,00:38:08,happy,0.9457
1770232089.273227,2026-02-05,00:38:09,happy,0.4989
1770232089.8803592,2026-02-05,00:38:09,happy,0.6839
1770232090.3384829,2026-02-05,00:38:10,happy,0.8443
1770232090.8314333,2026-02-05,00:38:10,happy,0.7822
1770232091.2930248,2026-02-05,00:38:11,happy,0.9517
1770232091.780927,2026-02-05,00:38:11,happy,0.9687
1770232092.2477646,2026-02-05,00:38:12,happy,0.9560
1770232092.6728022,2026-02-05,00:38:12,happy,0.9718
1770232093.3132172,2026-02-05,00:38:13,happy,0.9562
1770232093.8253884,2026-02-05,00:38:13,happy,0.9776
1770232094.2201533,2026-02-05,00:38:14,happy,0.9520
1770232094.7878075,2026-02-05,00:38:14,happy,0.9443
1770232095.2668903,2026-02-05,00:38:15,happy,0.9554
1770232095.6849663,2026-02-05,00:38:15,happy,0.8892
1770232096.2729993,2026-02-05,00:38:16,happy,0.7317
1770232096.7622583,2026-02-05,00:38:16,fear,0.6441
1770232097.9174044,2026-02-05,00:38:17,sad,0.5366
1770232098.8300538,2026-02-05,00:38:18,sad,0.6735
1770232099.2739654,2026-02-05,00:38:19,sad,0.6105
1770232099.7032971,2026-02-05,00:38:19,sad,0.7111
1770232100.308539,2026-02-05,00:38:20,sad,0.5685
1770232100.7765114,2026-02-05,00:38:20,sad,0.5946
1770232101.2334118,2026-02-05,00:38:21,sad,0.6040
1770232101.7291033,2026-02-05,00:38:21,fear,0.5297
1770232102.2814617,2026-02-05,00:38:22,sad,0.3646
1770232102.7789607,2026-02-05,00:38:22,happy,0.9540
1770232103.2543137,2026-02-05,00:38:23,happy,0.9625
1770232103.738797,2026-02-05,00:38:23,happy,0.8706
1770232104.2789032,2026-02-05,00:38:24,happy,0.9714
1770232104.698597,2026-02-05,00:38:24,happy,0.9775
1770232105.2087362,2026-02-05,00:38:25,happy,0.9576
1770232105.8151882,2026-02-05,00:38:25,happy,0.9717
1770232106.2964694,2026-02-05,00:38:26,happy,0.9769
1770232106.8248181,2026-02-05,00:38:26,happy,0.9388
